idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
09-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80084.0,80084.0,2018-06-28,2018,6,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
M1-2018,Vector Energy AG,Maratha,Aframax,3rd party,80093.0,80093.0,2018-06-26,2018,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
Ce-Nir 01-2018,Vector Energy AG,Ce-Niriis,Aframax,3rd party,79967.0,79967.0,2018-07-05,2018,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
D 02-2018,Vector Energy AG,Dynasty,Aframax,3rd party,80093.0,80093.0,2018-07-09,2018,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2018 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,97957.0,97957.0,2018-07-19,2018,7,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
Ce-Nir 02-2018,Vector Energy AG,Ce-Niriis,Aframax,3rd party,79960.0,79960.0,2018-07-21,2018,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79822.0,79822.0,2018-07-26,2018,7,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
11-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79905.0,79905.0,2018-08-06,2018,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
11-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80308.6,80308.6,2018-08-17,2018,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
12-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84933.0,84933.0,2018-08-16,2018,8,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
12-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80274.0,80274.0,2018-08-28,2018,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2018 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,93331.0,93331.0,2018-09-10,2018,9,CPC,Trieste,Black-Med,Middle,2026-08-12
13-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80274.0,80274.0,2018-09-14,2018,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80104.0,80104.0,2018-09-21,2018,9,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
14-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80000.0,80000.0,2018-10-04,2018,10,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
15-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,89910.0,89910.0,2018-10-20,2018,10,CPC,Tarragona,Black-Med,Middle,2026-08-12
15-2018 ALA,Litasco,Alatau,Alatau-Aframax,Own fleet,84987.0,84987.0,2018-10-02,2018,10,CPC,Ashkelon/Haifa,Black-Med,Middle,2026-08-12
16-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80049.0,80049.0,2018-10-27,2018,10,Novorossiysk,Aliaga,Black-Med,Middle,2026-08-12
16-2018 ALT,Petroineos Trading Limited,Altai,Altai-Aframax,Own fleet,98422.0,98422.0,2018-11-22,2018,11,CPC,Trieste,Black-Med,Middle,2026-08-12
17-2018 ALA,Chevron Tankers Ltd,Alatau,Alatau-Aframax,Own fleet,93985.0,93985.0,2018-11-17,2018,11,CPC,Fos,Black-Med,Middle,2026-08-12
01-2018-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80295.0,80295.0,2018-11-19,2018,11,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
04-2018-S,KMG TRADING AG,Delta Commander,Suezmax,3rd party,133693.0,133693.0,2018-11-26,2018,11,CPC,Rotterdam,Black-Continent,Long,2026-08-12
05-2018-S,KMG TRADING AG,Captain A. Stellatos,Aframax,3rd party,89992.0,89992.0,2018-12-03,2018,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2018-S,KMG TRADING AG,Kriti Diamond,Suezmax,3rd party,134992.0,134992.0,2018-12-04,2018,12,CPC,Trieste,Black-Med,Middle,2026-08-12
07-2018-S,KMG TRADING AG,Lovina,Aframax,3rd party,84967.0,84967.0,2018-12-08,2018,12,CPC,Trieste,Black-Med,Middle,2026-08-12
06-2018-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80083.0,80083.0,2018-12-06,2018,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2018-S,KMG TRADING AG,Oilmeda,Aframax,3rd party,89986.0,89986.0,2018-12-17,2018,12,CPC,FOS,Black-Med,Middle,2026-08-12
10-2018-S,KMG TRADING AG,Ce-Niriis,Aframax,3rd party,80077.0,80077.0,2018-12-19,2018,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2018-S,KMG TRADING AG,Reliable Warrior,Suezmax,3rd party,131391.0,131391.0,2018-12-26,2018,12,CPC,Bilbau,Black-Med,Middle,2026-08-12
12-2018-S,KMG TRADING AG,Libra Sun,Aframax,3rd party,89773.0,89773.0,2018-12-28,2018,12,Novorossiysk,Tutunciftlik,Black-Med,Middle,2026-08-12
11-2018-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,79943.0,79943.0,2018-12-31,2018,12,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
18-2018 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84021.0,84021.0,2018-12-31,2018,12,CPC,Midia,Black-Black,Short,2026-08-12
17-2018 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84948.0,84948.0,2019-01-03,2019,1,CPC,Trieste,Black-Med,Middle,2026-08-12
01-2019-S,KMG TRADING AG,Ohio,Aframax,3rd party,72740.0,72740.0,2019-01-08,2019,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
02-2019-S,KMG TRADING AG,Signal Puma,Aframax,3rd party,84924.0,84924.0,2019-01-08,2019,1,CPC,Trieste,Black-Med,Middle,2026-08-12
04-2019-S,KMG TRADING AG,Ce-Niriis,Aframax,3rd party,83612.0,83612.0,2019-01-17,2019,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2019-S,KMG TRADING AG,Leo Sun,Aframax,3rd party,84938.0,84938.0,2019-01-17,2019,1,CPC,Tarragona,Black-Med,Middle,2026-08-12
01-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,83826.0,83826.0,2019-01-17,2019,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2019-S,KMG TRADING AG,NS Captain,Aframax,3rd party,84976.0,84976.0,2019-01-25,2019,1,CPC,Trieste-Tarragona,Black-Med,Middle,2026-08-12
09-2019-S,KMG TRADING AG,Myrtos,Aframax,3rd party,80973.0,80973.0,2019-01-26,2019,1,CPC,Trieste,Black-Med,Middle,2026-08-12
10-2019-S,KMG TRADING AG,Alexia,Aframax,3rd party,84988.0,84988.0,2019-01-29,2019,1,CPC,Midia,Black-Black,Short,2026-08-12
16-2019-S,KMG TRADING AG,Minerva Libra,Aframax,3rd party,99891.9,99891.9,2019-01-28,2019,1,Ust-Luga,Antwerp,Baltic-Continent,#N/A,2026-08-12
07-2019-S,KMG TRADING AG,Minerva NouNou,Aframax,3rd party,80099.751,80200.0,2019-02-01,2019,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2019 ALA,Chevron Tankers Ltd,Alatau,Alatau-Aframax,Own fleet,93974.0,93974.0,2019-02-02,2019,2,CPC,Omisalj,Black-Med,Middle,2026-08-12
13-2019-S,KMG TRADING AG,Stamos,Aframax,3rd party,84981.0,84981.0,2019-02-03,2019,2,CPC,Trieste,Black-Med,Middle,2026-08-12
11-2019-S,KMG TRADING AG,Zarifa Aliyeva,Aframax,3rd party,84982.0,84982.0,2019-02-05,2019,2,CPC,Gdansk,Black-Baltic,Short,2026-08-12
14-2019-S,KMG TRADING AG,Ce-Niriis,Aframax,3rd party,80187.0,80187.0,2019-02-09,2019,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2019-S,KMG TRADING AG,Stemnitsa,Aframax,3rd party,84974.0,84974.0,2019-02-10,2019,2,CPC,FOS,Black-Med,Middle,2026-08-12
20-2019-S,KMG TRADING AG,Albanel,Aframax,3rd party,79938.95,80039.0,2019-02-17,2019,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
23-2019-S,KMG TRADING AG,Ce-Niriis,Aframax,3rd party,79934.96,80035.0,2019-02-19,2019,2,Novorossiysk,Aliaga,Black-Med,Middle,2026-08-12
22-2019-S,KMG Trading AG,Dynasty,Aframax,3rd party,79941.0,79941.0,2019-02-22,2019,2,Novorossiysk,Tutunciftlik,Black-Med,Middle,2026-08-12
19-2019-S,KMG Trading AG,Delta Spirit,Suezmax,3rd party,134930.0,134930.0,2019-02-22,2019,2,CPC,Tutunciftlik/Ceyhan,Black-Med,Middle,2026-08-12
21-2019-S,KMG Trading AG,Aries Sun,Aframax,3rd party,95930.0,95930.0,2019-02-23,2019,2,CPC,FOS,Black-Med,Middle,2026-08-12
01-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,84918.0,84918.0,2019-03-04,2019,3,CPC,Omisalj,Black-Med,Middle,2026-08-12
24-2019-S,KMG Trading AG,Panagia Armata,Aframax,3rd party,80139.0,80139.0,2019-03-08,2019,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
25-2019-S,KMG Trading AG,Ohio,Aframax,3rd party,84952.0,84952.0,2019-03-08,2019,3,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
26-2019-S,KMG Trading AG,Aegean Harmony,Aframax,3rd party,84927.0,84927.0,2019-03-14,2019,3,CPC,Ceyhan,Black-Med,Middle,2026-08-12
27-2019-S,KMG Trading AG,Ns Captain,Aframax,3rd party,91990.0,91990.0,2019-03-16,2019,3,CPC,Aliaga,Black-Med,Middle,2026-08-12
28-2019-S,KMG Trading AG,Estrella,Aframax,3rd party,84984.0,84984.0,2019-03-16,2019,3,CPC,Omisalj,Black-Med,Middle,2026-08-12
29-2019-S,KMG Trading AG,Aegean Freedom,Aframax,3rd party,79805.119,79905.0,2019-03-17,2019,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
30-2019-S,KMG Trading AG,Panagia Armata,Aframax,3rd party,80137.0,80137.0,2019-03-20,2019,3,Novorossiysk,Midia/Constantza,Black-Black,Short,2026-08-12
31-2019-S,KMG Trading AG,NordPenguin,Aframax,3rd party,93418.0,93418.0,2019-03-23,2019,3,CPC,Omisalj,Black-Med,Middle,2026-08-12
04-2019 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,79998.0,79998.0,2019-03-27,2019,3,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
32-2019-S,KMG Trading AG,Delta Spirit,Suezmax,3rd party,206808.86,206808.86,2019-04-03,2019,4,Novorossiysk,Linggi,Black-Far East,Long,2026-08-12
35-2019-S,KMG Trading AG,Ryman,Aframax,3rd party,99881.11,99881.11,2019-04-08,2019,4,Ust-Luga,Butinge,Baltic-Continent,#N/A,2026-08-12
02-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,80095.0,80095.0,2019-04-09,2019,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
34-2019-S,KMG Trading AG,NordPenguin,Aframax,3rd party,84916.0,84916.0,2019-04-13,2019,4,CPC,Trieste,Black-Med,Middle,2026-08-12
33-2019-S,KMG Trading AG,Heydar Aliyev,Aframax,3rd party,79777.154,79877.0,2019-04-14,2019,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
36-2019-S,KMG Trading AG,Merbabu,Aframax,3rd party,90914.0,90914.0,2019-04-21,2019,4,CPC,Antwerp,Black-Continent,Long,2026-08-12
05-2019 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,86988.0,86988.0,2019-04-19,2019,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
03-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,72355.0,72355.0,2019-04-22,2019,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
37-2019-S,KMG Trading AG,Aegean Angel,Suezmax,3rd party,134174.0,134174.0,2019-04-27,2019,4,CPC,Rotterdam,Black-Continent,Long,2026-08-12
04-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,80128.0,80128.0,2019-04-30,2019,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
38-2019-S,KMG Trading AG,Sonangol Kassanje,Suezmax,3rd party,133826.0,133826.0,2019-05-08,2019,5,Novorossiysk,Daesan (South Korea),Black-Far East,Long,2026-08-12
39-2019-S,KMG Trading AG,Panagia Armata,Aframax,3rd party,79992.0,79992.0,2019-05-06,2019,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2019 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,79931.0,79931.0,2019-05-07,2019,5,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
05-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,79909.0,79909.0,2019-05-09,2019,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
40-2019-S,KMG Trading AG,Semeru,Aframax,3rd party,87873.0,87873.0,2019-05-16,2019,5,CPC,Algeciras (Spain),Black-Med,Middle,2026-08-12
41-2019-S,KMG Trading AG,Rivera,Aframax,3rd party,91966.0,91966.0,2019-05-18,2019,5,CPC,FOS,Black-Med,Middle,2026-08-12
06-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,80311.0,80311.0,2019-05-18,2019,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
42-2019-S,KMG Trading AG,Minerva Sophia,Aframax,3rd party,84925.106,84925.106,2019-05-21,2019,5,CPC,Sarroch,Black-Med,Middle,2026-08-12
43-2019-S,KMG Trading AG,Aegean Blue,Aframax,3rd party,98924.0,98924.0,2019-05-24,2019,5,CPC,Haifa,Black-Med,Middle,2026-08-12
44-2019-S,KMG Trading AG,Ce-Niriis,Aframax,3rd party,80019.0,80019.0,2019-05-23,2019,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2019 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,84991.0,84991.0,2019-06-01,2019,6,CPC,Ashkelon,Black-Med,Middle,2026-08-12
45-2019-S,KMG Trading AG,Aegean Myth,Aframax,3rd party,84971.0,84971.0,2019-06-05,2019,6,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
07-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,80015.0,80015.0,2019-06-04,2019,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
46-2019-S,KMG Trading AG,Semeru,Aframax,3rd party,84943.0,84943.0,2019-06-12,2019,6,CPC,Castellon,Black-Med,Middle,2026-08-12
08-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,79968.0,79968.0,2019-06-13,2019,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2019 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,84951.0,84951.0,2019-06-22,2019,6,CPC,FOS,Black-Med,Middle,2026-08-12
47-2019-S,KMG Trading AG,Dolviken,Suezmax,3rd party,132297.0,132297.0,2019-06-23,2019,6,Novorossiysk,Ulsan (South Korea),Black-Far East,Long,2026-08-12
09-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,79968.0,79968.0,2019-06-27,2019,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
48-2019-S,KMG Trading AG,Libra Sun,Aframax,3rd party,90972.0,90972.0,2019-06-27,2019,6,CPC,Tarragona,Black-Med,Middle,2026-08-12
10-2019 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,93443.0,93443.0,2019-07-04,2019,7,CPC,Antwerp/Rotterdam,Black-Continent,Long,2026-08-12
49-2019-S,KMG Trading AG,Signal Maya,Aframax,3rd party,84980.0,84980.0,2019-07-06,2019,7,CPC,Le Havre,Black-Continent,Long,2026-08-12
50-2019-S,KMG Trading AG,Green Aura,Aframax,3rd party,80078.0,80078.0,2019-07-08,2019,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
51-2019-S,KMG Trading AG,Green Aura,Aframax,3rd party,93432.0,93432.0,2019-07-16,2019,7,Novorossiysk,Fos,Black-Med,Middle,2026-08-12
09-2019 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,84972.0,84972.0,2019-07-22,2019,7,CPC,Haifa,Black-Med,Middle,2026-08-12
52-2019-S,KMG Trading AG,Stena Sunrise,Suezmax,3rd party,132697.0,132697.0,2019-07-23,2019,7,CPC,Rotterdam,Black-Continent,Long,2026-08-12
53-2019-S,KMG TRADING AG,Maran Hermione,Suezmax,3rd party,140010.0,140010.0,2019-07-26,2019,7,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
11-2019 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,87132.29,87132.29,2019-07-29,2019,7,Teesport,Augusta,UK-Med,Long,2026-08-12
54-2019-S,KMG TRADING AG,Azerbaijan,Aframax,3rd party,80053.0,80053.0,2019-07-31,2019,7,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
55-2019-S,KMG TRADING AG,Merbabu,Aframax,3rd party,84942.0,84942.0,2019-08-02,2019,8,CPC,Rotterdam,Black-Continent,Long,2026-08-12
57-2019-S,KMG TRADING AG,Alexia,Aframax,3rd party,84827.0,84827.0,2019-08-14,2019,8,CPC,Rotterdam,Black-Continent,Long,2026-08-12
12-2019 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,87772.0,87772.0,2019-08-23,2019,8,CPC,Trieste,Black-Med,Middle,2026-08-12
58-2019-S,KMG TRADING AG,Nicolaos,Suezmax,3rd party,136941.0,136941.0,2019-08-24,2019,8,Novorossiysk,Shuldong (China),Black-Far East,Long,2026-08-12
10-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80225.0,80225.0,2019-08-09,2019,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
59-2019-S,KMG TRADING AG,Ligurian Sea,Aframax,3rd party,79911.0,79911.0,2019-08-15,2019,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
11-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80158.0,80158.0,2019-08-18,2019,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
59-2019-S,KMG TRADING AG,NS Creation,Aframax,3rd party,84989.0,84989.0,2019-08-26,2019,8,CPC,Tutunciftlik/Izmit,Black-Med,Middle,2026-08-12
12-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79972.37,79972.37,2019-09-01,2019,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2019 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,79953.0,79953.0,2019-09-10,2019,9,CPC,Trieste,Black-Med,Middle,2026-08-12
61-2019-S,KMG TRADING AG,Mars Sun,Aframax,3rd party,91981.0,91981.0,2019-09-11,2019,9,CPC,FOS,Black-Med,Middle,2026-08-12
60-2019-S,KMG TRADING AG,Aegean Nobility,Aframax,3rd party,79981.897,79981.897,2019-09-12,2019,9,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
62-2019-S,KMG TRADING AG,Ligurian Sea,Aframax,3rd party,79847.0,79847.0,2019-09-17,2019,9,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
64-2019-S,KMG TRADING AG,Gstaad Grace,Aframax,3rd party,84918.0,84918.0,2019-09-20,2019,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
63-2019-S,KMG TRADING AG,Ligovsky Prospect,Aframax,3rd party,80197.0,80197.0,2019-09-21,2019,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2019 ALT,Petroineos Trading,Altai,Altai-Aframax,Own fleet,98789.0,98789.0,2019-09-23,2019,9,CPC,Rotterdam,Black-Continent,Long,2026-08-12
65-2019-S,KMG TRADING AG,Seavision,Suezmax,3rd party,131545.0,131545.0,2019-09-24,2019,9,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
66-2019-S,KMG TRADING AG,Seamagic,Aframax,3rd party,80126.0,80126.0,2019-09-29,2019,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
67-2019-S,KMG TRADING AG,Gstaad Grace,Aframax,3rd party,80016.05,80016.05,2019-10-05,2019,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
68-2019-S,KMG TRADING AG,Seaborn,Aframax,3rd party,79799.0,79799.0,2019-10-12,2019,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
69-2019-S,KMG TRADING AG,Mars Sun,Aframax,3rd party,84934.0,84934.0,2019-10-13,2019,10,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
14-2019 ALT,Petraco Oil Company Ltd,Altai,Altai-Aframax,Own fleet,74751.23,74751.23,2019-10-16,2019,10,Rotterdam,Genoa/Ashkelon,Continent-Med,Middle,2026-08-12
14-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80032.0,80032.0,2019-10-17,2019,10,Novorossiysk,Aliaga,Black-Med,Middle,2026-08-12
70-2019-S,KMG TRADING AG,Nordindependence,Aframax,3rd party,80432.0,80432.0,2019-10-18,2019,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
71-2019-S,KMG TRADING AG,Scorpio,Aframax,3rd party,79950.0,79950.0,2019-10-21,2019,10,CPC,Ashkelon,Black-Med,Middle,2026-08-12
72-2019-S,KMG TRADING AG,Delta Mariner,Suezmax,3rd party,134541.0,134541.0,2019-10-23,2019,10,CPC,Trieste,Black-Med,Middle,2026-08-12
73-2019-S,KMG TRADING AG,Captain A. Stellatos,Aframax,3rd party,79937.0,79937.0,2019-10-25,2019,10,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
74-2019-S,KMG TRADING AG,Mars Sun,Aframax,3rd party,84953.0,84953.0,2019-11-07,2019,11,CPC,Castellon,Black-Med,Middle,2026-08-12
15-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79903.0,79903.0,2019-11-09,2019,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
75-2019-S,KMG TRADING AG,Crude Centurion,Aframax,3rd party,84993.0,84993.0,2019-11-11,2019,11,CPC,Trieste,Black-Med,Middle,2026-08-12
15-2019 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79882.0,79882.0,2019-11-16,2019,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2019 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84991.0,84991.0,2019-11-18,2019,11,CPC,Haifa,Black-Med,Middle,2026-08-12
76-2019-S,KMG TRADING AG,Folegandros,Suezmax,3rd party,131563.0,131563.0,2019-11-20,2019,11,Novorossiysk,Yeosu (Korea),Black-Far East,Long,2026-08-12
78-2019-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80256.0,80256.0,2019-11-25,2019,11,CPC,Burgas,Black-Black,Short,2026-08-12
16-2019 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84902.0,79882.0,2019-11-27,2019,11,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
77-2019-S,KMG TRADING AG,Gemini Sun,Aframax,3rd party,84998.0,84998.0,2019-11-24,2019,11,CPC,Midia,Black-Black,Short,2026-08-12
17-2019 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,83771.136,83771.136,2019-12-07,2019,12,Sidi Kerir,Burgas,Med-Black,Middle,2026-08-12
79-2019-S,KMG TRADING AG,Dynasty,Aframax,3rd party,77749.0,77749.0,2019-12-08,2019,12,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
80-2019-S,KMG TRADING AG,Aegean Myth,Aframax,3rd party,79977.0,79977.0,2019-12-12,2019,12,CPC,Trieste,Black-Med,Middle,2026-08-12
17-2019 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,82170.0,82170.0,2019-12-16,2019,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
81-2019-S,KMG TRADING AG,Agios Gerasimos,Aframax,3rd party,79940.0,79940.0,2019-12-16,2019,12,CPC,Haifa,Black-Med,Middle,2026-08-12
84-2019-S,KMG TRADING AG,Cobalt Sun,Aframax,3rd party,98971.0,98971.0,2019-12-23,2019,12,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
82-2019-S,KMG TRADING AG,Minerva Gloria,Aframax,3rd party,80176.654,80176.654,2019-12-27,2019,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
83-2019-S,KMG TRADING AG,Kythira Warrior,Aframax,3rd party,79976.0,79976.0,2019-12-28,2019,12,CPC,Castellon,Black-Med,Middle,2026-08-12
18-2019 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80163.0,80163.0,2019-12-30,2019,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2020 ALA,KMG TRADING AG,Alatau,Aframax,Own fleet,79800.0,79800.0,2020-01-05,2020,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80001.0,80001.0,2020-01-04,2020,1,Novorossiysk,Ceyhan,Black-Med,Middle,2026-08-12
02-2020-S,KMG TRADING AG,Merbabu,Aframax,3rd party,91281.0,91281.0,2020-01-11,2020,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2020 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,87456.0,87456.0,2020-01-14,2020,1,CPC,Trieste,Black-Med,Middle,2026-08-12
01-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80071.0,80071.0,2020-01-13,2020,1,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
05-2020-S,KMG TRADING AG,Alexia,Aframax,3rd party,80281.0,80281.0,2020-01-16,2020,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2020-S,KMG TRADING AG,Loire,Suezmax,3rd party,132488.0,132488.0,2020-01-20,2020,1,Novorossiysk,Sakai,Black-Far East,Long,2026-08-12
04-2020-S,KMG TRADING AG,Aegean Myth,Aframax,3rd party,91931.0,91931.0,2020-01-24,2020,1,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
08-2020-S,KMG TRADING AG,Dynasty,Aframax,3rd party,80055.0,80055.0,2020-01-27,2020,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2020-S,KMG TRADING AG,Merbabu,Aframax,3rd party,91071.0,91071.0,2020-01-28,2020,1,CPC,Tutunciftlik,Black-Med,Middle,2026-08-12
09-2020-S,KMG TRADING AG,Aegean Harmony,Aframax,3rd party,93428.0,93428.0,2020-02-01,2020,2,CPC,Bilbau,Black-Med,Middle,2026-08-12
10-2020-S,KMG TRADING AG,Minerva Coralia,Aframax,3rd party,92898.0,92898.0,2020-02-07,2020,2,CPC,Omisalj,Black-Med,Middle,2026-08-12
12-2020-S,KMG TRADING AG,Matilda,Aframax,3rd party,89977.0,89977.0,2020-02-14,2020,2,CPC,Trieste,Black-Med,Middle,2026-08-12
02-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84668.0,84668.0,2020-02-17,2020,2,CPC,Constanta,Black-Black,Short,2026-08-12
11-2020-S,KMG TRADING AG,Libra sun,Aframax,3rd party,79800.0,79800.0,2020-02-17,2020,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2020-S,KMG TRADING AG,Merbabu,Aframax,3rd party,80054.0,80054.0,2020-02-20,2020,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
